현토,빈도,TAM범주,주요범주
라로이라,8,"declarative_mood, deontic_mood",declarative_mood
은라이하니라,8,"declarative_mood, deontic_mood",declarative_mood
면라하니라,8,"declarative_mood, deontic_mood",declarative_mood
는니는라,8,deontic_mood,deontic_mood
하고하니라이면리오,8,"epistemic_mood, deontic_mood, interrogative_mood, declarative_mood",epistemic_mood
는이라은요는라,8,"declarative_mood, deontic_mood",declarative_mood
하니라리오,8,"epistemic_mood, deontic_mood, interrogative_mood, declarative_mood",epistemic_mood
는이라하여라,8,"declarative_mood, deontic_mood",declarative_mood
은라는이요는이라,8,"declarative_mood, deontic_mood",declarative_mood
에이라하니라,8,"declarative_mood, deontic_mood",declarative_mood
이면이라,8,"declarative_mood, deontic_mood",declarative_mood
이이니라,8,"declarative_mood, deontic_mood",declarative_mood
는이요는이라는라,8,"declarative_mood, deontic_mood",declarative_mood
은라이면이라,8,"declarative_mood, deontic_mood",declarative_mood
이니라은라,8,"declarative_mood, deontic_mood",declarative_mood
은이니이라은라,8,"declarative_mood, deontic_mood",declarative_mood
라에이라,8,"declarative_mood, deontic_mood",declarative_mood
에이라하야이라,8,"declarative_mood, deontic_mood",declarative_mood
은라하고하니라,8,"declarative_mood, deontic_mood",declarative_mood
에하니라이라,8,"declarative_mood, deontic_mood",declarative_mood
이라하고라,8,"declarative_mood, deontic_mood",declarative_mood
는니는라는라,8,deontic_mood,deontic_mood
는이요는이니라,8,"declarative_mood, deontic_mood",declarative_mood
하야이라하야하고,8,"declarative_mood, deontic_mood",declarative_mood
이라하니는라,8,"declarative_mood, deontic_mood",declarative_mood
는이라는하니라,8,"declarative_mood, deontic_mood",declarative_mood
에하여하니라,8,"declarative_mood, deontic_mood",declarative_mood
하고이라라,8,"declarative_mood, deontic_mood",declarative_mood
는라은니,7,deontic_mood,deontic_mood
은요은라는요은라,7,deontic_mood,deontic_mood
라인저,7,deontic_mood,deontic_mood
하여라라,7,deontic_mood,deontic_mood
는오,7,interrogative_mood,interrogative_mood
로라는라,7,deontic_mood,deontic_mood
은이요은라는라,7,deontic_mood,deontic_mood
가라,7,deontic_mood,deontic_mood
는로다,7,declarative_mood,declarative_mood
이면라,7,deontic_mood,deontic_mood
요라,7,deontic_mood,deontic_mood
는이요는라는라,7,deontic_mood,deontic_mood
하다라,7,deontic_mood,deontic_mood
하야라,7,deontic_mood,deontic_mood
는라는니,7,deontic_mood,deontic_mood
는하여라,7,deontic_mood,deontic_mood
는라은요,7,deontic_mood,deontic_mood
아리오,6,"epistemic_mood, interrogative_mood",epistemic_mood
하여이라로이라,6,"declarative_mood, deontic_mood",declarative_mood
라도어늘하니리오라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
는니에하니라는라,6,"declarative_mood, deontic_mood",declarative_mood
는이라는이요는라,6,"declarative_mood, deontic_mood",declarative_mood
오니이다,6,"declarative_mood, interrogative_mood",declarative_mood
는하여라는니라,6,"declarative_mood, deontic_mood",declarative_mood
은라는니는이라,6,"declarative_mood, deontic_mood",declarative_mood
은이니하니라은라,6,"declarative_mood, deontic_mood",declarative_mood
면라하니리오,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
라에라,6,deontic_mood,deontic_mood
이요이라이라,6,"declarative_mood, deontic_mood",declarative_mood
는이라로이니라,6,"declarative_mood, deontic_mood",declarative_mood
라는이요는이라,6,"declarative_mood, deontic_mood",declarative_mood
하고이라오,6,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
는라는니니라,6,"declarative_mood, deontic_mood",declarative_mood
은이라는하여라,6,"declarative_mood, deontic_mood",declarative_mood
이면리라하니이라,6,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
이하니리오라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
은라하니이라,6,"declarative_mood, deontic_mood",declarative_mood
하고이라이라,6,"declarative_mood, deontic_mood",declarative_mood
하고라하고이라,6,"declarative_mood, deontic_mood",declarative_mood
하고하니라는이라,6,"declarative_mood, deontic_mood",declarative_mood
이이면니라,6,"declarative_mood, deontic_mood",declarative_mood
이요라이라,6,"declarative_mood, deontic_mood",declarative_mood
은라하고하여이라,6,"declarative_mood, deontic_mood",declarative_mood
이라이이라,6,"declarative_mood, deontic_mood",declarative_mood
하니라에이라,6,"declarative_mood, deontic_mood",declarative_mood
라하니니라,6,"declarative_mood, deontic_mood",declarative_mood
는니라는이라,6,"declarative_mood, deontic_mood",declarative_mood
이나라하니라,6,"declarative_mood, deontic_mood",declarative_mood
는니이면리오라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
로에하니라,6,"declarative_mood, deontic_mood",declarative_mood
하고하니니라,6,"declarative_mood, deontic_mood",declarative_mood
에하다은라,6,deontic_mood,deontic_mood
은라은니하여라,6,deontic_mood,deontic_mood
하니이라하다,6,"declarative_mood, deontic_mood",declarative_mood
이라하고이라,6,"declarative_mood, deontic_mood",declarative_mood
는라이하여하여하니라,6,"declarative_mood, deontic_mood",declarative_mood
이러라,6,"deontic_mood, retrospective_aspect",deontic_mood
로니라,6,"declarative_mood, deontic_mood",declarative_mood
이면이라로라,6,"declarative_mood, deontic_mood",declarative_mood
로다라,6,"declarative_mood, deontic_mood",declarative_mood
은요은라하여이라,6,"declarative_mood, deontic_mood",declarative_mood
라는이니이라,6,"declarative_mood, deontic_mood",declarative_mood
에하니라하고하다,6,"declarative_mood, deontic_mood",declarative_mood
는라이러니라,6,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하니오이라,6,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하여라로이라,6,"declarative_mood, deontic_mood",declarative_mood
은라이라하니라,6,"declarative_mood, deontic_mood",declarative_mood
하니요이라,6,"declarative_mood, deontic_mood",declarative_mood
오하리라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
에하니라라,6,"declarative_mood, deontic_mood",declarative_mood
이하다이라,6,"declarative_mood, deontic_mood",declarative_mood
에이라에러라,6,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
로다니라,6,"declarative_mood, deontic_mood",declarative_mood
는라는요는이라,6,"declarative_mood, deontic_mood",declarative_mood
는라면라,6,deontic_mood,deontic_mood
는라는요는니라,6,"declarative_mood, deontic_mood",declarative_mood
하야하니하고이라,6,"declarative_mood, deontic_mood",declarative_mood
니라는니라,6,"declarative_mood, deontic_mood",declarative_mood
는러니하시니라,6,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하니이러라,6,"deontic_mood, retrospective_aspect",deontic_mood
는니이면리라,6,"epistemic_mood, deontic_mood",epistemic_mood
하여하니라하여라,6,"declarative_mood, deontic_mood",declarative_mood
하여하니라이라,6,"declarative_mood, deontic_mood",declarative_mood
은이니이라는라,6,"declarative_mood, deontic_mood",declarative_mood
는라하시니리오,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
는리오라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
이요라는라,6,deontic_mood,deontic_mood
은하여라는라,6,deontic_mood,deontic_mood
오는라,6,"deontic_mood, interrogative_mood",deontic_mood
는이니라라,6,"declarative_mood, deontic_mood",declarative_mood
는니하고이라,6,"declarative_mood, deontic_mood",declarative_mood
오라이니라,6,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
는요는라이하니라,6,"declarative_mood, deontic_mood",declarative_mood
이라는요는라,6,"declarative_mood, deontic_mood",declarative_mood
는이라이라,6,"declarative_mood, deontic_mood",declarative_mood
라은하여라,6,deontic_mood,deontic_mood
하니라하야라,6,"declarative_mood, deontic_mood",declarative_mood
는라은요는니라,6,"declarative_mood, deontic_mood",declarative_mood
은라은요은이라,6,"declarative_mood, deontic_mood",declarative_mood
하니이면리라하니이면리라,6,"epistemic_mood, deontic_mood",epistemic_mood
는이요은이니라,6,"declarative_mood, deontic_mood",declarative_mood
는하니라라,6,"declarative_mood, deontic_mood",declarative_mood
는니리오라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
은이니라라,6,"declarative_mood, deontic_mood",declarative_mood
에하고하니라,6,"declarative_mood, deontic_mood",declarative_mood
하니라면리라,6,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
하고이라하니라,6,"declarative_mood, deontic_mood",declarative_mood
은라이나리오,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
하여라이라,6,"declarative_mood, deontic_mood",declarative_mood
하고이라라하니라,6,"declarative_mood, deontic_mood",declarative_mood
오는니요는니라,6,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
로라는이라,6,"declarative_mood, deontic_mood",declarative_mood
라은이요은이라,6,"declarative_mood, deontic_mood",declarative_mood
은니하니라는라,6,"declarative_mood, deontic_mood",declarative_mood
에도이러니라니이다,6,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
은하니라이라,6,"declarative_mood, deontic_mood",declarative_mood
하니요하니라,6,"declarative_mood, deontic_mood",declarative_mood
하니니이라,6,"declarative_mood, deontic_mood",declarative_mood
하고하니리오라,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
하니이라하니이라,6,"declarative_mood, deontic_mood",declarative_mood
은하고이라,6,"declarative_mood, deontic_mood",declarative_mood
오니이다이릿가,6,"declarative_mood, interrogative_mood",declarative_mood
하고하니이라라,6,"declarative_mood, deontic_mood",declarative_mood
은이요는라은니라,6,"declarative_mood, deontic_mood",declarative_mood
는이요은라은이라,6,"declarative_mood, deontic_mood",declarative_mood
로하니라은라,6,"declarative_mood, deontic_mood",declarative_mood
라하니라은라,6,"declarative_mood, deontic_mood",declarative_mood
에이이라,6,"declarative_mood, deontic_mood",declarative_mood
는이라는요는니라,6,"declarative_mood, deontic_mood",declarative_mood
은하니라라,6,"declarative_mood, deontic_mood",declarative_mood
하고이라로라,6,"declarative_mood, deontic_mood",declarative_mood
은에이라이라하니라,6,"declarative_mood, deontic_mood",declarative_mood
에하니라라하다,6,"declarative_mood, deontic_mood",declarative_mood
은하여라은라,6,deontic_mood,deontic_mood
은이라하노이다,6,"declarative_mood, deontic_mood",declarative_mood
에이라하여라,6,"declarative_mood, deontic_mood",declarative_mood
하니라하야,6,"declarative_mood, deontic_mood",declarative_mood
면라이라,6,"declarative_mood, deontic_mood",declarative_mood
라하야하니라,6,"declarative_mood, deontic_mood",declarative_mood
는이라는요,6,"declarative_mood, deontic_mood",declarative_mood
로이시니라,6,"declarative_mood, deontic_mood",declarative_mood
하니라하여하니라,6,"declarative_mood, deontic_mood",declarative_mood
라하니요하니라,6,"declarative_mood, deontic_mood",declarative_mood
는이니니라,6,"declarative_mood, deontic_mood",declarative_mood
라이면리오,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
니라하니라,6,"declarative_mood, deontic_mood",declarative_mood
는요은이라는라,6,"declarative_mood, deontic_mood",declarative_mood
하니라하고,6,"declarative_mood, deontic_mood",declarative_mood
을이라,6,"declarative_mood, deontic_mood",declarative_mood
은니하니라은라,6,"declarative_mood, deontic_mood",declarative_mood
이라을,6,"declarative_mood, deontic_mood",declarative_mood
하여이러니하고리오,6,"epistemic_mood, retrospective_aspect, interrogative_mood",epistemic_mood
가이라,6,"declarative_mood, deontic_mood",declarative_mood
이라하니이라,6,"declarative_mood, deontic_mood",declarative_mood
은이라이니라,6,"declarative_mood, deontic_mood",declarative_mood
은하여라,6,deontic_mood,deontic_mood
는하고이라,6,"declarative_mood, deontic_mood",declarative_mood
는리오,6,"epistemic_mood, interrogative_mood",epistemic_mood
은라은이요는이니라,6,"declarative_mood, deontic_mood",declarative_mood
는라는이라하니라,6,"declarative_mood, deontic_mood",declarative_mood
은이요는이니라,6,"declarative_mood, deontic_mood",declarative_mood
이하여하니라하니라,6,"declarative_mood, deontic_mood",declarative_mood
은라로이라,6,"declarative_mood, deontic_mood",declarative_mood
오하야하고니라,6,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하다니라,6,"declarative_mood, deontic_mood",declarative_mood
이나하야하니에라하야하야이니리오,6,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
고니라,6,"declarative_mood, deontic_mood",declarative_mood
은라에이라,6,"declarative_mood, deontic_mood",declarative_mood
은라로라,6,deontic_mood,deontic_mood
